    
HOTEL HI 新民店,商務雙床房& 非吸煙房,1 房 x 1 晚,NT$,1561,稅金和服務費,NT$,242,總價,NT$,1803      
HOTEL HI 新民店,商務雙床房& 非吸煙房,1 房 x 1 晚,NT$,1568,稅金和服務費,NT$,243,總價,NT$,1811      
HOTEL HI 新民店,商務三人房& 非吸煙房,1 房 x 1 晚,NT$,1897,稅金和服務費,NT$,294,總價,NT$,2191      
HOTEL HI 新民店,商務四人房& 非吸煙房,1 房 x 1 晚,NT$,2226,稅金和服務費,NT$,345,總價,NT$,2571      
HOTEL HI 新民店,家庭客房& 非吸煙房& 浴缸,1 房 x 1 晚,NT$,2292,稅金和服務費,NT$,355,總價,NT$,2647      
Hotel PaPa Whale - 高雄美麗島館,Soho雙人房,1 房 x 1 晚,NT$,900,稅金和服務費,NT$,140,總價,NT$,1040      
Hotel 7 逢甲,豪華樓中樓客房& 1 張加大雙人床,1 房 x 1 晚,NT$,2944,稅金和服務費,NT$,456,總價,NT$,3400      
Hotel PaPa Whale - 高雄美麗島館,豪華雙人房,1 房 x 1 晚,NT$,1074,稅金和服務費,NT$,166,總價,NT$,1240      
Hotel PaPa Whale - 高雄美麗島館,豪華雙人房,1 房 x 1 晚,NT$,1315,稅金和服務費,NT$,204,總價,NT$,1519      
Hotel PaPa Whale - 高雄美麗島館,豪華家庭房,1 房 x 1 晚,NT$,1824,稅金和服務費,NT$,283,總價,NT$,2107      
Hotel PaPa Whale - 高雄美麗島館,豪華家庭房,1 房 x 1 晚,NT$,1489,稅金和服務費,NT$,231,總價,NT$,1720      
Hotel PaPa Whale - 高雄美麗島館,Soho雙人房,1 房 x 1 晚,NT$,1103,稅金和服務費,NT$,171,總價,NT$,1274      
Hotel PaPa Whale - 高雄美麗島館,雅緻雙人房,1 房 x 1 晚,NT$,970,稅金和服務費,NT$,150,總價,NT$,1120      
Hotel PaPa Whale - 高雄美麗島館,雅緻雙人房,1 房 x 1 晚,NT$,1188,稅金和服務費,NT$,184,總價,NT$,1372      
Hana 花宿,標準雙人房& 1 張標準雙人床,1 房 x 1 晚,NT$,1461,稅金和服務費,NT$,226,總價,NT$,1687      
Hana 花宿,豪華雙人房& 1 張標準雙人床,1 房 x 1 晚,NT$,1461,稅金和服務費,NT$,226,總價,NT$,1687      
Hana 花宿,海景雙人房－附陽台 ,1 房 x 1 晚,NT$,1709,稅金和服務費,NT$,265,總價,NT$,1974      
Hana 花宿,海景豪華四人房,1 房 x 1 晚,NT$,2082,稅金和服務費,NT$,323,總價,NT$,2405      
House 123 巷,蜜月雙人房& 1 間臥室,1 房 x 1 晚,NT$,2052,稅金和服務費,NT$,318,總價,NT$,2370      
House 123 巷,家庭套房& 1 間臥室,1 房 x 1 晚,NT$,4994,稅金和服務費,NT$,774,總價,NT$,5769      
House 123 巷,舒適開放式套房& 2 間臥室,1 房 x 1 晚,NT$,5312,稅金和服務費,NT$,823,總價,NT$,6136      
House 123 巷,風格四人房& 1 間臥室& 陽台,1 房 x 1 晚,NT$,3404,稅金和服務費,NT$,528,總價,NT$,3931      
I Do 歐洲主題民宿,啤酒屋,1 房 x 1 晚,NT$,3636,稅金和服務費,NT$,564,總價,NT$,4200      
